SR No,출처,파일목록,공정,Tag No 수정,카테고리,클래스,타입,C|C|T
DOF522001699,1.0PID,"522-CD-2430-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2430-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001701,1.0PID,"522-CD-2427-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2427-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001702,1.0PID,"522-CD-2424-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2424-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001703,1.0PID,"522-CD-2421-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2421-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001704,1.0PID,"522-CD-2224-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2224-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001705,1.0PID,"522-CD-2221-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2221-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001706,1.0PID,"522-OWS-2029-01,B7S38-522-A911,F-501-A122G,Line Index 정보",522,"522-OWS-2029-1A5B1-1""-Ist",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001707,1.0PID,"522-OWS-2027-01,B7S38-522-A911,F-501-A122G,Line Index 정보",522,"522-OWS-2027-1A5B1-1""-Ist",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001708,1.0PID,"522-CD-2025-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2025-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001709,1.0PID,"522-CD-2022-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2022-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001710,1.0PID,"522-CD-1524-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-1524-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001711,1.0PID,"522-CD-1401-01,B7S38-522-A911,D-522-A205",522,"522-CD-1401-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001712,1.0PID,"522-CD-1521-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-1521-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001713,1.0PID,"522-CD-9010,B7S38-522-A911,B7S38-522-A912,Line Index 정보",522,"522-CD-9010-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001714,1.0PID,"B7S38-522-A911,D-522-A214A",522,"522-CD-3702-B5-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001715,1.0PID,"522-CD-0502,B7S38-522-A911,D-522-A205,Line Index 정보",522,"522-CD-0502-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001716,1.0PID,"B7S38-522-A911,D-522-A205",522,"522-CD-1415A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001717,1.0PID,"522-CD-0504,B7S38-522-A911,D-522-A205,Line Index 정보",522,"522-CD-0504-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001718,1.0PID,"522-CD-0506,B7S38-522-A911,D-522-A205,Line Index 정보",522,"522-CD-0506-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001719,1.0PID,"522-CD-1927-01,B7S38-522-A911,D-522-A210,Line Index 정보",522,"522-CD-1927-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001720,1.0PID,B7S38-522-A911,522,"522-CD-0122-2A5A-1""-Ist",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001721,1.0PID,"522-CD-1926-01,B7S38-522-A911,D-522-A208A",522,"522-CD-1926-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001722,1.0PID,"522-CD-1701-01,B7S38-522-A911,D-522-A207A",522,"522-CD-1701-B5-3/4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001723,1.0PID,"522-CD-9003-01,522-CD-9003-02,B7S38-522-A911",522,"522-CD-9003-B5-4""-Ih",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001724,1.0PID,"522-CD-9009,B7S38-522-A911",522,"522-CD-9009-B5-4""-Ih",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001725,1.0PID,"522-CD-9008-01,B7S38-522-A911",522,"522-CD-9008-B5-3""-Ih",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001730,1.0PID,"522-CD-2203-ST,522-CD-2230,B7S38-522-A911,D-522-A209",522,"522-CD-2231-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001731,1.0PID,"522-CD-2411-01,B7S38-522-A911,D-522-A212",522,"522-CD-2411-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001732,1.0PID,"522-CD-2505-01,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2505-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001733,1.0PID,"522-CD-1925-01,B7S38-522-A911,D-522-A208",522,"522-CD-1925-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001734,1.0PID,"522-CD-1901-01,B7S38-522-A911,D-522-A208",522,"522-CD-1901-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001735,1.0PID,"522-CD-2805,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2805-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001736,1.0PID,"522-CD-2808,B7S38-522-A911,F-501-A122E,Line Index 정보",522,"522-CD-2808-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001737,1.0PID,"522-CD-2730,522-CD-2730-ST,B7S38-522-A911,F-501-A122E",522,"522-CD-2730-1A5B1-3/4""-Ist",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001738,1.0PID,"522-CD-2732,522-CD-2732-ST,B7S38-522-A911,F-501-A122E",522,"522-CD-2732-1A5B1-3/4""-Ist",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001739,1.0PID,"B7S38-522-A911,D-522-A206",522,"522-CD-1511-B5-1 1/2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001740,1.0PID,"522-CD-2012-01,B7S38-522-A911,D-522-A209",522,"522-CD-2012-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001741,1.0PID,"522-CD-2011-01,B7S38-522-A911,D-522-A209",522,"522-CD-2011-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001742,1.0PID,"522-OWS-9017-01,B7S38-522-A912",522,"522-OWS-9017-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001743,1.0PID,"522-TR-SC101-01,B7S38-522-A912",522,"522-TR-SC101-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001745,1.0PID,"522-OWS-2901-02,B7S38-522-A912",522,"522-OWS-2901-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001747,1.0PID,"522-OWS-9007-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-9007-B5-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001748,1.0PID,"522-OWS-9001-01,522-OWS-9001-02,522-OWS-9001-03,522-OWS-9001-04,B7S38-522-A912,Line Index 정보",522,"522-OWS-9001-B5-12""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001749,1.0PID,B7S38-522-A912,522,"522-OWS-1037-B5-12""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001750,1.0PID,"522-OWS-9004-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-9004-B5-6""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001751,1.0PID,"522-OWS-9005-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-9005-B5-6""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001752,1.0PID,"522-OWS-9015-01,B7S38-522-A912",522,"522-OWS-9015-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001753,1.0PID,"522-OWS-1101-01,522-OWS-1101-02,B7S38-522-A912,D-522-A111,Line Index 정보",522,"522-OWS-1101-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001754,1.0PID,"522-OWS-1301-01,B7S38-522-A912,D-522-A113,Line Index 정보",522,"522-OWS-1301-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001755,1.0PID,"522-OWS-9006-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-9006-B5-6""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001756,1.0PID,"522-OWS-1201-01,B7S38-522-A912,D-522-A112,Line Index 정보",522,"522-OWS-1201-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001757,1.0PID,"522-OWS-9016-01,B7S38-522-A912",522,"522-OWS-9016-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001758,1.0PID,"522-OWS-0302-01,B7S38-522-A912,D-522-A107,Line Index 정보",522,"522-OWS-0302-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001759,1.0PID,"522-OWS-0301-01,B7S38-522-A912,D-522-A107,Line Index 정보",522,"522-OWS-0301-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001760,1.0PID,"522-OWS-0201-01,522-OWS-0201-02,B7S38-522-A912,D-522-A106,Line Index 정보",522,"522-OWS-0201-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001761,1.0PID,"522-OWS-5000-01,522-OWS-5000-01-IST,B7S38-522-A912,D-522-A214A,Line Index 정보",522,"522-OWS-5000-B5-1 1/2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001762,1.0PID,"522-TR-SC102-01,B7S38-522-A912",522,"522-TR-SC102-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001763,1.0PID,"B7S38-522-A912,Line Index 정보",522,"522-OWS-1210-B5-3/4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001764,1.0PID,"522-OWS-0105-01,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0105-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001765,1.0PID,"522-OWS-0103-01,522-OWS-0103-02,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0103-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001766,1.0PID,"522-OWS-0106-01,522-OWS-0106-02,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0106-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001767,1.0PID,"522-OWS-0107-01,522-OWS-0107-02,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0107-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001768,1.0PID,"522-OWS-0108-01,522-OWS-0108-02,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0108-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001769,1.0PID,"522-OWS-0109-01,522-OWS-0109-02,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0109-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001770,1.0PID,"522-OWS-0101-01,B7S38-522-A912,D-522-A105,Line Index 정보",522,"522-OWS-0101-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001771,1.0PID,"522-TR-SC209-01,B7S38-522-A912",522,"522-TR-SC209-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001772,1.0PID,"522-OWS-2910-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-2910-B5S-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001773,1.0PID,"522-TR-G157A-01,B7S38-522-A912",522,"522-TR-G157A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001774,1.0PID,B7S38-522-A912,522,"522-CD-2720-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001775,1.0PID,"522-TR-G157B-01,B7S38-522-A912",522,"522-TR-G157B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001776,1.0PID,B7S38-522-A912,522,"522-CD-2723-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001777,1.0PID,"522-OWS-9018-01,B7S38-522-A912",522,"522-OWS-9018-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001780,1.0PID,"522-TR-G156B-01,522-TR-G156B-02,B7S38-522-A912",522,"522-TR-G156B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001781,1.0PID,"522-TR-G156A-01,B7S38-522-A912",522,"522-TR-G156A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001782,1.0PID,"522-TR-SC701-01,B7S38-522-A912",522,"522-TR-SC701-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001783,1.0PID,B7S38-522-A912,522,"522-OWS-2902-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001784,1.0PID,B7S38-522-A912,522,"522-CD-2801-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001785,1.0PID,"522-TR-G105C-DE,B7S38-522-A912",522,"522-TR-G105C-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001786,1.0PID,"522-OWS-9013-01,B7S38-522-A912",522,"522-OWS-9013-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001787,1.0PID,B7S38-522-A912,522,"522-CD-2429-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001788,1.0PID,"522-TR-G105B-01,B7S38-522-A912",522,"522-TR-G105B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001789,1.0PID,B7S38-522-A912,522,"522-CD-2426-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001790,1.0PID,"522-TR-G105A-01,B7S38-522-A912",522,"522-TR-G105A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001791,1.0PID,B7S38-522-A912,522,"522-CD-2423-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001792,1.0PID,"522-TR-G104B-01,B7S38-522-A912",522,"522-TR-G104B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001793,1.0PID,B7S38-522-A912,522,"522-CD-2420-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001794,1.0PID,"522-TR-G104A-01,B7S38-522-A912",522,"522-TR-G104A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001795,1.0PID,B7S38-522-A912,522,"522-CD-2223-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001796,1.0PID,"522-TR-G103B-01,B7S38-522-A912",522,"522-TR-G103B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001797,1.0PID,B7S38-522-A912,522,"522-CD-2220-2A3A-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001798,1.0PID,"522-TR-G103A-01,B7S38-522-A912",522,"522-TR-G103A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001799,1.0PID,B7S38-522-A912,522,"522-OWS-2029-1A5B1-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001800,1.0PID,"522-TR-G108B-01,B7S38-522-A912",522,"522-TR-G108B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001801,1.0PID,B7S38-522-A912,522,"522-OWS-2027-1A5B1-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001802,1.0PID,"522-TR-G108A-01,B7S38-522-A912",522,"522-TR-G108A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001803,1.0PID,B7S38-522-A912,522,"522-OWS-2024-1A5B-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001804,1.0PID,"522-TR-G107B-01,B7S38-522-A912",522,"522-TR-G107B-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001805,1.0PID,B7S38-522-A912,522,"522-OWS-2021-1A5B-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001806,1.0PID,"522-TR-G107A-01,B7S38-522-A912",522,"522-TR-G107A-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001807,1.0PID,B7S38-522-A912,522,"522-OWS-1523-2A5B-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001808,1.0PID,B7S38-522-A912,522,"522-OWS-1520-2A5B-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001809,1.0PID,"522-OWS-9014-01,B7S38-522-A912",522,"522-OWS-9014-B5G-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001810,1.0PID,"522-OWS-2603-51,B7S38-522-A912,D-522-A214,Line Index 정보",522,"522-OWS-2603-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001811,1.0PID,"522-OWS-2604-51,B7S38-522-A912,D-522-A214,Line Index 정보",522,"522-OWS-2604-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001812,1.0PID,"522-OWS-2141,B7S38-522-A912,D-522-A214,Line Index 정보",522,"522-OWS-2141-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001813,1.0PID,"522-OWS-2142,B7S38-522-A912,D-522-A214,Line Index 정보",522,"522-OWS-2142-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001814,1.0PID,"522-OWS-1502-51,522-OWS-1502-52,522-OWS-1502-54,B7S38-522-A912,D-522-A206,Line Index 정보",522,"522-OWS-1502-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001815,1.0PID,"522-OWS-1503-51,B7S38-522-A912,Line Index 정보",522,"522-OWS-1503-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001816,1.0PID,"522-OWS-2601-51,522-OWS-2601-52,B7S38-522-A912,Line Index 정보",522,"522-OWS-2601-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001817,1.0PID,"522-OWS-2602-51,B7S38-522-A912,D-522-A214A,Line Index 정보",522,"522-OWS-2602-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001818,1.0PID,"522-OWS-2143,B7S38-522-A912,D-522-A214A,Line Index 정보",522,"522-OWS-2143-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001819,1.0PID,"522-OWS-2144,B7S38-522-A912,D-522-A214A,Line Index 정보",522,"522-OWS-2144-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001820,1.0PID,"522-OWS-2201-52,522-OWS-2201-55,B7S38-522-A912,D-522-A210,Line Index 정보",522,"522-OWS-2201-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001821,1.0PID,"522-OWS-2202-51,B7S38-522-A912,D-522-A210,Line Index 정보",522,"522-OWS-2202-B5-3""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001822,1.0PID,"522-TR-SC208-01,B7S38-522-A912",522,"522-TR-SC208-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001823,1.0PID,"522-TR-SC210-01,B7S38-522-A912",522,"522-TR-SC210-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001824,1.0PID,"522-OWS-1908-01,B7S38-522-A912,D-522-A208A,Line Index 정보",522,"522-OWS-1908-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001825,1.0PID,"522-OWS-9002,522-OWS-9002-01,522-OWS-9002-02,522-OWS-9002-03,522-OWS-9002-04,B7S38-522-A912,Line Index 정보",522,"522-OWS-9002-B5-8""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001827,1.0PID,"522-OWS-9003,B7S38-522-A912",522,"522-OWS-9003-B5-8""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001829,1.0PID,"522-OWS-1902-01,522-OWS-1902-02,B7S38-522-A912,D-522-A208A,Line Index 정보",522,"522-OWS-1902-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001830,1.0PID,"522-OWS-1903-01,522-OWS-1903-02,B7S38-522-A912,D-522-A208A,Line Index 정보",522,"522-OWS-1903-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001831,1.0PID,"522-OWS-1904-01,522-OWS-1904-02,B7S38-522-A912,D-522-A208A,Line Index 정보",522,"522-OWS-1904-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001832,1.0PID,"522-OWS-9008-01,B7S38-522-A912,Line Index 정보",522,"522-OWS-9008-B5-4""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001833,1.0PID,"522-TR-SC201-01,B7S38-522-A912",522,"522-TR-SC201-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001834,1.0PID,"522-OWS-2001-01,B7S38-522-A912,D-522-A209,Line Index 정보",522,"522-OWS-2001-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001835,1.0PID,"522-OWS-2002-01,B7S38-522-A912,D-522-A209,Line Index 정보",522,"522-OWS-2002-B5-2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001836,1.0PID,"522-OWS-1501-01,B7S38-522-A912,D-522-A206,Line Index 정보",522,"522-OWS-1501-B5-1 1/2""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001837,1.0PID,"522-OWS-2501-01,B7S38-522-A912,D-522-A213,Line Index 정보",522,"522-OWS-2501-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001838,1.0PID,"522-OWS-1906-01,B7S38-522-A912,D-522-A208,Line Index 정보",522,"522-OWS-1906-B1F-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
DOF522001839,1.0PID,"522-OWS-1406-01,B7S38-522-A912,D-522-A205,Line Index 정보",522,"522-OWS-1406-B5-1""",FIXED EQUIPMENT,PIPING,PIPING,FIXED EQUIPMENT|PIPING|PIPING
